,id,date,genre,text,pre_target,nb_tokens,stance,sujet,pre_gemma
1127,698,10/07/2017,Homme,"Je pense que le principal point positif de la garde, selon moi, est de changer les à priori que l'on peut avoir sur les personnes n'ayant pas de domicile fixe. Cela nous permet de comprendre un peu leur quotidien et les difficulté qu'ils peuvent rencontrer. L'équipe nous explique pas mal de choses et très sympa. Ce qui m'a vraiment marqué c'est le nombre de personnes qui viennent à la rencontre du samu social pour demander un logement pour la nuit, et malheureusement se voit refuser pour cause de manque de place dans les centres.   Malheureusement, je pense que de rendre cette garde obligatoire est une erreur, les personnes travaillant au samu social m'ont confié que parfois l'externe était ""de trop"" car il prenait forcément un siège qui pourrait être utilisé par une autre personne.","Garde obligatoire, Contre. Rencontre du samu social, Neutre. Compréhension des difficultés des sans-abri, Pour.",162.0,"['Contre', 'Neutre', 'Pour']",[],"(changer les préjugés sur les personnes sans domicile fixe, Pour)
(rendre la garde au samu social obligatoire, Contre)
(l'accueil et l'explications du samu social, Neutre) 

"
1128,1802,05/03/2013,Femme,"J'ai trouvé cette garde au samu social très intéressante, humainement enrichissante tant avec les gens dans la rue qu'avec les équipes; je pense que c'est un point positif dans notre future carrière de médecin.  Nous avons rencontré pas mal de gens pendant la nuit mais le contact et le rôle du samu social n'est pas le même pour tous; certains prendront juste un café, une soupe ou un duvet, d'autres ressentiront juste le besoin de parler avec nous, d'autres nous diront gentiment non merci et encore certain d'entre eux accepteront de monter avec nous dans le camion pour aller dormir au chaud.     Certaines situations où le rôle de l'équipe se limite à servir un café m'ont paru un peu frustrantes car  cela ne permet pas vraiment d'""aider"" les gens sur le court ou long terme. Comme par exemple une famille de roumains (sans enfants) que nous avons rencontrée; le rôle du samu social dans ce cas là est assez limité puisque aucun centre d'hébergement n'est adapté à des groupes de 6-7 personnes et l'équipe n'avait donc pas grand chose à leur proposer.  De plus j'ai trouvé intéressant que l'équipe refuse de donner un duvet à une personne, respectant la mentalité que le risque est de pousser les gens à s'installer dans la rue et de pérenniser cette situation.     Une rencontre m'a marqué; un monsieur de 45 ans vivant dans la rue depuis plusieurs années, qui connaissait très bien le samu social ainsi que toutes les structures disponibles pour lui. L'absurde de sa situation est que ce monsieur était salarié dans une entreprise de sécurité et avait deux enfants d'une vingtaine d'années qu'il voyait régulièrement. Ce genre de cas fait réfléchir sur les moyens à mettre en place pour adapter les différents types de prise en charge sociales selon les histoires personnelles.","(Expérience au samu social, Pour) (Limites du samu social, Contre) (Approches pour les sans-abris, Neutre)",380.0,"['Pour', 'Contre', 'Neutre']","['Expérience au samu social', 'Limites du samu social', 'Approches pour les sans-abris']","(Samu Social, Pour)
(Rôle du Samu Social, Neutre)
(Ressources sociales, Contre) 


"
1129,1780,03/04/2013,Femme,"J'ai été très heureuse de découvrir le milieu de la maraude, la preuve en est que je suis restée toute la nuit. J'ai été très bien intégrée dans l'équipe. Elle m'avait bien expliqué comment me comporter, quels gestes faire ou ne pas faire.  Ce fut une expérience enrichissante & je conseillerais à chacun, s'il en a l'opportunité, de vivre cette expérience. Mon regard a changé sur les SDF depuis cette garde, c'est une très bonne initiative de la part de la faculté de rendre obligatoire ces gardes.","(maraude, Pour) (intégration dans l'équipe, Pour) (obligation de la garde, Pour)",116.0,"['Pour', 'Pour', 'Pour']","['maraude', ""intégration dans l'équipe"", 'obligation de la garde']","(milieu de la maraude, Pour)
(garde pour aider les SDF, Pour)
(regard sur les SDF, Pour) 
"
1130,1372,09/01/2015,Homme,"Accueil chaleureux, et grande disponibilité des opérateurs. Cette garde fut enrichissante sur le plan humain, en effet à l’hôpital la plus grande place est faite pour l'urgence et ses soins, l'aspect social étant laissé pour l'après voire abandonné. Il est donc intéressant d'approfondir ce penchant de la personne humaine, le patient pour nous, et en particulier auprès des plus démunis et exclus. On perçoit alors plus la détresse humaine du patient SDF qui arrive habituellement alcoolisé un soir de garde aux urgences ou en unité de soins intensifs, la détresse du quotidien, et l'exclusion quelle engendre. Pour résumé ça m'a rappeler la nécessité du contact et son aspect social, pas seulement professionnel patient-soignant, mais simplement avant tout humain à humain, englobé dans ces complexités (psy, urgence prioritaire de la santé, défense/réserve ...).","(accueil des opérateurs, Pour) (soins d'urgence prioritaires, Contre) (nécessité du contact humain, Pour)",185.0,"['Pour', 'Contre', 'Pour']","['accueil des opérateurs', ""soins d'urgence prioritaires"", 'nécessité du contact humain']","(Accueil chaleureux des opérateurs, Pour)
(Importance de l'aspect social dans les soins, Pour)
(Détresse humaine des patients SDF, Pour) 

"
1131,1146,26/10/2015,Femme,"Je suis très mitigée qu'en à l'ambiance de cette garde mais je précise qu'il est très utile de faire cette garde en tant qu'étudiant, et en plus en tant qu'étudiant en médecine. Elle doit rester en place: on découvre un autre monde, et une dure réalité (meme quand on a l'expérience de l'humanitaire et du milieu associatif..)  Les points que je n'ai pas apprécié : c'était la 1ere fois que j'ai eu antant de mal à m'intégrer dans une équipe. L'ambiance est super entre eux, c'est comme un grande famille, mais en tant qu'étudiant en MEDECINE, on est très mal vu et on nous le fait clairement ressentir. J'ai du faire beaucoup d'efforts pour m'intégrer, beaucoup plus que normalement dans les équipes.  Par exemple, en arrivant au debrief avant la maraude, un chauffeur me dit à coté de ses de 2 collègues  infirmières, avec un faux sourrire: ""Elles aiment pas les étudiants en médecine!! Parce qu'elles sont QU'infirmières, et après vous serez internes et vous leur donnerez des ordres, donc elles vous aiment pas!"" Que répondre à ça... Ca ne met pas à l'aise du tout.. Ensuite une des 2 infirmières me dit: ""J'aime pas les gens avec des lunettes, ca fait intello!"". Bon..  Ensuite, j'ai du faire beaucoup d'efforts bien qu'on me mettait à l'écart, c'était assez dur.   A la double écoute, on sent aussi une réticence mais j'ai su me faire accepter après quelques échanges. Je comprend que tous les étudiants n'arrivent pas à s'intégrer dans ces équipes..  Ensuite, j'ai posé beaucoup beaucoup de questions, je faisais quand meme des petites blagues, et ça c'est décoincé. Mais c'était pas donné.. Au bout d'une heure de maraude, l'ambiance allait un peu mieux.  A propos de l'expérience humaine avec les gens dans le besoin: on voit le monde de la nuit, différent de toutes mes expériences d'humanitaire et de volontariat. J'ai vu une dame compètement transformée, sur une bouche de métro. Elle nous avait été signalée. Il faisait froid, elle avait les gens nues. Elle mangeait sur les plaques de bouche de métros, sans aucun support, 5 ou 6 têtes de moutons.. C'est une réalité extrement dure à voir. Elle nous a juste demandé un café et un sac de couchage, elle n'était pas du tout agressive, mais sympathique. Ca m'a vraiment marqué de voir une femme comme ca.. Je l'ai exprimé à l'équipe, ils étaient aussi étonnés, mais forgés pour ça donc on en a pas beaucoup parlé ensuite. Ensuite, une expérience plus sympa, on a croisé un habitué pas comme les autres: très bien soigné, peigné, très sympa et très bavard! On a parlé 45 minutes avec lui, il était très agréable, et je n'aurai jamais deviné qu'il était dans le besoin si on ne me l'avait pas dit. C'etait agréable de voir quelqu'un ""qui se respecte"" comme il nous a dit. Ces 2 expériences étaient radicalement différentes.   Je pense que c'est très important de vivre cette expérience. On apprend des réactions et des façons de discuter des travailleurs du Samu Social.  Ce que j'ai appris concernant le Samu Social: la travailleuse sociale critiquait bien l'association: elle disait que c'etait une solution ponctuelle, qu'elle conseillait le plus les gens à se débrouiller par eux memes parce qu'il ne fallait pas qu'ils espèrent une situation durable avec le Samu Social. Elle poussait les gens à se déplacer par leurs propres moyens pour aller dans les centres d'hébergement, et ne pas être transporté automatiquement en camion. J'ai trouvé très interressant de connaitre son avis et son ressenti sur son métier. J'ai aussi appris que parfois leur rôle est plus simple: si quelqu'un dort, bien couvert, ils regardent juste s'il respire et puis s'en vont. Je ne savais pas ça. C'est interressant de voir qu'ils font ce qu'ils peuvent, qu'ils n'ont pas un rôle de ""sauveur"" (de toute facon il n'y aurait pas assez de place dans les centres pour tous..). Chaque personne dans le besoin est différente, et le Samu Social s'adapte à chacun.   C'est peut etre une ""déformation professionnelle"", mais je me suis dit qu'on pouvait faire plus: être plus efficace, , regarder plus de rues, chercher plus longtemps les gens signalés. Mais c'est une association , et c'est sans doute cette liberté et cette autonomie qui rend cette association forte. Ils connaissent bien leur métier et il est difficile, donc finalement je pense qu'ils gèrent bien.  Voilà, c'était une expérience unique, très importante pour ouvrir les yeux, voir comment les travailleurs du Samu Social gèrent leurs émotions, et ces situations atypiques. Voire cet esprit d'équipe, et les relations qu'ils créés avec des gens qui sont dans le besoin extrême, de facon (apparemment) si facile. On apprend que la simplicité est la clé, que quelques mots suffisent parfois, ou même juste écouter.  Un grand bémol sur l'ambiance au début, nous, étudiants en médecine on apprend pleins de choses grâces aux infirmiers, et c'est dommage qu'ils aient cette image très négative de nous, très injustifiée.","Expérience de garde, Neutre; Attitude des infirmières envers les étudiants en médecine, Contre; Importance de l'expérience humaine, Pour",1164.0,"['Neutre', 'Contre', 'Pour']",[],"(Ambiance au sein de la garde, Contre)
(Intégration des étudiants en médecine, Contre)
(Rôle du Samu Social, Neutre) 
"
1132,1032,01/04/2016,Homme,"SAMU social font un travail humanitaire qui aide beaucoup les gens plus demunis mais malheureusement , il  n ' y a pas assez des places disponibles pour recuiller tous les sdf qui appellent.","(SAMU social, Pour)(travail humanitaire, Pour)(places disponibles, Contre)",41.0,"['Pour', 'Pour', 'Contre']","['SAMU social', 'travail humanitaire', 'places disponibles']","SAMU social, Pour 
nombre de places disponibles, Contre 
travail humanitaire, Pour  

"
1133,373,17/06/2018,Homme,"La maraude fut intéressante au point de vue des questions sociales et éthiques qu'elle peut nous amener à nous poser. Ce qui m'a le plus marqué cependant fut la double écoute. , des points quoiq'un peu   J'ai  pu y écouter les problématiques sociales que posent certaines personnes malades, que l'on ne s'imagine pas au 1e abord. J'ai été marqué par l'expérience de 2 personnes avec des problèmes de santé chronique, plus ou moins autonomes, qui tentaient de se trouver un logement et des sanitaires pour prendre soin d'eux même à la sortie de l'hôpital. Cela me fait reconsidérer le point de vue, essentiellement axé médecine, que j'ai sur les personnes que j'encontre à l'hôpital.","(questions sociales et éthiques, Neutre) (problématiques sociales des personnes malades, Pour) (reconsidération de la perspective axée médecine, Neutre)",161.0,"['Neutre', 'Pour', 'Neutre']","['questions sociales et éthiques', 'problématiques sociales des personnes malades', 'reconsidération de la perspective axée médecine']","(Maraudes, Neutre), (Problèmes sociaux people malades, Pour), (Point de vue médicale, Contre) 
"
1134,668,01/08/2017,Homme,"Excellente expérience, l'équipe du SAMU m'a parfaitement encadré.   Le côté social de la mission de maraude permet de se rendre compte de chose qu'on ne voit pas à l'hôpital.   Le seul bémol de cette expérience eSt que notre rôle est uniquement obeserveteur, donc passif.","(SAMU, Pour), (mission de maraude, Pour), (rôle d'observateur, Contre)",69.0,"['Pour', 'Pour', 'Contre']","['SAMU', 'mission de maraude', ""rôle d'observateur""]","(équipe du SAMU, Pour) , (côté social de la mission de maraude, Pour),  (rôle observateur, Contre) 
"
1135,1432,18/11/2014,Homme,"Je pourrais décrire cette nuit du SAMU SOCIAL en 3 mots : espoir, détresse et esprit d'équipe. Espoir car j'ai pu me rendre compte à la fois sur la double écoute et le terrain l'espoir des défavorisés d'être accueilli à tout prix dans un centre; le refus suite à des fautes de place me faisait la plupart du temps de la peine. Ce qui nous emmène à la détresse d'une mère en pleur et de sa fille qu'on a eu au téléphone et qui, faute de place, ne savait pas où dormir cette nuit… Savoir qu'on va laisser des familles dans le froid cette nuit, ça fait quand même quelque chose.    Le personnel du SAMU très sympathique, à mon écoute, j'étais considéré comme un membre de l'équipe    Pour moi qui n'ai pas vraiment eu l'occasion de faire de l'aide humanitaire, ce fut une expérience enrichissante, notamment sur la notion de l'esprit d'équipe mais également sur le plan social avec les personnes en difficulté    Voilà pas vraiment de point négatif sur ce stage, si ce n'est que n'étant pas parisien et finir à 4h du matin c'est un peu la galère pour rentrer    Et puis Paris la nuit, c'est beau...","(SAMU SOCIAL, Pour)(Espoir, Pour)(Détresse, Contre)",261.0,"['Pour', 'Pour', 'Contre']","['SAMU SOCIAL', 'Espoir', 'Détresse']","espoir, Pour
détresse, Contre
esprit d'équipe, Pour 
"
1136,1975,20/05/2012,Homme,"La garde s'est déroulée sans écueil : le personnel était accueillant, chaleureux. La double écoute était intéressante et a permis de découvrir les possibilités mais aussi les limites du 115 (ex : critères de prise en chage des usagers). Malheureusement, je n'ai pas eu l'occasion d'effectuer de maraude à cause des signalements réguliers mais surtout du temps de trajet entre la localisation des usagers et les centres d'hébergement où ils étaient transportés. Malgré tout, cette nuit m'a permis de découvrir un autre aspect de la prise en charge des personnes et de me donner un autre regard vis-à-vis des personnes sans abri. Ce fut une expérience très enrichissante, grâce à l'équipe avec laquelle j'étais qui fut extrêmement amicale.","(personnel accueillant et chaleureux, Pour) (115 et ses limites, Neutre) (temps de trajet comme facteur négatif, Contre)",156.0,"['Pour', 'Neutre', 'Contre']","['personnel accueillant et chaleureux', '115 et ses limites', 'temps de trajet comme facteur négatif']","(personnel, Pour)
(possibilités et limites du 115, Neutre)
(temps de trajet entre les usagers et les centres d'hébergement, Contre) 
"
1137,358,28/07/2018,Femme,"J'ai beaucoup aimé cette garde au SAMU Social.  L'équipe avec qui j'étais a toujours été à l'écoute et a permis d'enlever rapidement ce sentiment de gêne, parce que je ne savais pas trop ce que je pouvais dire ou faire.  On est parti en maraude et on a rencontré un collectif. C'était très impressionnant de devoir prendre en charge autant de personnes d'un coup, qui ont tous beaucoup de demandes et d'attente. Malheureusement, trouver 7 places en hebergement est très compliqué. Il n'en restait que 3 et on a dû leur dire qu'il n'en restait plus.  Il y a pleins d'autres histoires encore, toutes  très émouvantes et je pense que je ne regarderai plus le sujet de la même manière.  Je remercie encore l'équipe pour ce super accueil.","(SAMU Social, Pour), (hébergement, Contre), (équipe, Pour)",174.0,"['Pour', 'Contre', 'Pour']","['SAMU Social', 'hébergement', 'équipe']","(garde au SAMU Social, Pour)
(équipe, Pour)
(accès à l'hébergement, Contre) 
"
1138,968,31/07/2016,Homme,"La double écoute permet de nous sensibiliser à la difficulté aux quotidiens de trouver un logement.   J'ai apprécié la maraude où on prend contact avec les personnes isolées. J'ai été agréablement surpris par les capacités des ""maraudeurs"" a aider les gens dans la rue avec le peu de moyens à leur disposition, ainsi que par les relations qu'ils arrivent à établir.","(double écoute, Pour) (maraude, Pour) (maraudeurs, Pour)",80.0,"['Pour', 'Pour', 'Pour']","['double écoute', 'maraude', 'maraudeurs']","(La double écoute, Pour)
(La maraude, Pour) 
(Les capacités des ""maraudeurs"", Pour) 
"
1139,784,08/04/2017,Femme,"Expérience très intéressante, la double écoute permet déjà de prendre conscience de la détresse des gens qui appellent et qui espèrent pouvoir passer une nuit à l'abri. Beaucoup de parcours différents, qui montrent aussi que la précarité peut toucher quelqu'un à tout moment de sa vie, il suffit parfois d'un seul événement qui fait basculer l'existence et met des hommes, des femmes et des familles dans la rue. On perçoit assez nettement qu'avec le fait de manger à sa faim, la plus grande précarité est de ne pas avoir un toit pour être au chaud, en sécurité et en sérénité.  Très bon accueil dans le camion, une nuit agréable et qui fait réfléchir avec plus de matière sur la précarité et les difficultés de milliers d'êtres humains en France.  Merci.","(précarité, Pour) (détresse des gens, Pour) (avoir un toit, Pour)",170.0,"['Pour', 'Pour', 'Pour']","['précarité', 'détresse des gens', 'avoir un toit']","(double écoute, Pour) 
(précarité, Pour)
(accueil dans le camion, Pour) 
"
1140,736,20/06/2017,Homme,"La garde a commencé par une double écoute au samu social. Deux choses sont frappantes dès les premiers appels : la première est la différence entre la demande vis à vis d'hébergements d'urgences et le manque de ressources disponibles. Il est assez effrayant de voir que lors d'un premier appel une personne est systématiquement refusée pour la nuit parce que d'autres ont essuyé des refus plusieurs jours consécutifs et sont par conséquent prioritaires, ayant passé plusieurs jours (parfois semaines) à la rue. La seconde est la façon très stéréotypée dont se déroule l'appel. Systématiquement les premiers mots que la personne sans abri donne sont ses noms et prénoms, quitte à parfois l'épeler directement. Cela est lié au fait qu'ils appellent très régulièrement -16 ans pour l'un d'entre eux- et qu'ils ont donc intégré parfaitement le déroulement de la conversation avec le 115. Ainsi une structure d'urgence se voit gérer des situations d'urgences qui peuvent durer plusieurs années, montrant ainsi le manque de place à long terme permettant à ces personnes une réinsertion.    La maraude a été tout aussi intéressante. Elle a eu lieu vers les champs Elysées. Elle commence par aller voir des SDF qui ont été signalés par des personnes puis par un cheminement des rues plus ou moins au hasard (si j'ai bien compris la chose).   D'un point de vue strictement médical (on ne se refait pas, surtout en période de partiels) il est particulièrement inquiétant de voir à quel points les sdf peuvent avoir des pathologies potentiellement graves (dans ma garde j'ai vu : erysipèle, problèmes psychiatriques, mal perforant plantaire, état de mal épileptique chez un épileptique connu et alcoolique) et non prises en charge. La maraude est également un moment où on peut s'interroger sur notre attitude envers ces populations : indifférente principalement.   Enfin, j'ai pu voir un centre d'hébergement pour sdf. Ce n'est pas un 5* mais c'est un logement décent.","(hébergement d'urgence, Contre)(état de santé des SDF, Inquiétant)(attitude envers les SDF, Indifférente)",437.0,['Contre'],"[""hébergement d'urgence""]","(Manque de ressources pour les SDF, Contre)
(Traitement des SDF par le système d'urgence, Neutre)
(Attitude de la société envers les SDF, Contre) 
"
1141,1354,05/02/2015,Femme,"J'ai beaucoup apprécié cette garde au SAMU social. Je ne connaissais pas encore le rôle de cet organisme et je l'ai découvert dans le camion au cours de la maraude.  La gratitude des personnes que nous rencontrons et que nous avons parfois la chance d'amener dans un centre d'hébergement d'urgence est très agréable. J'ai eu l'impression d'être vraiment utile, je me sentais bien.  Les équipes connaissent la plupart des sans-abris et une véritable relation existe entre eux.  Cette nuit m'a donné envie d'aider les sans-abris, contrairement au mauvaises experiences que j'ai pu avoir aux urgences de l'hôpital.  Je ne regrette qu'une chose, qu'il n'y ait pas plus de foyers pour accueillir les sans-abris. Devoir expliquer à des personnes qu'elles vont devoir passer la nuit dehors était dur.","(SAMU social, Pour) (aider les sans-abris, Pour) (nombre de foyers pour sans-abris, Contre)",176.0,"['Pour', 'Pour', 'Contre']","['SAMU social', 'aider les sans-abris', 'nombre de foyers pour sans-abris']","(SAMU social, Pour)
(Aide aux sans-abris, Pour)
(Foyers pour les sans-abris, Contre) 
"
1142,1036,17/03/2016,Femme,"J'étais assez enthousiaste à l'idée de cette garde, d'aller à la rencontre des personnes défavorisées, de leur apporter un peu de chaleur humaine mais à vrai dire j'en suis ressortie assez dubitative.    J'ai ouvert les yeux sur le fait que les SDF de Paris ne sont pas ""seuls"", je n'avais pas conscience de tous les dispositifs mis en place pour leur venir en aide et c'est rassurant.  De plus je pense que c'est un travail qui demande de réelles compétences d'empathie, de patience et de tolérance.    Pour ma part je ne pense pas en être à la hauteur, je ne trouve pas assez de tolérance pour sourire à un père de famille roms  qui préfère laisser sa femme(enceinte) et sa fille de 2 ans et demi dormir sur un trottoir par -1 degrés alors qu'ils ont une place d’hébergement  dans les Yvelines, parce que la manche sur Paris lui rapporte plus par la présence d'une femme enceinte et d'un enfant en bas age ... je ne tolère pas qu'on puisse faire d'un enfant un business ou que l'on pique 3 places d’hébergements à des SDF qui les accepteraient volontiers.    Malgrés cet episode, ça réchauffe quand même le cœur de pouvoir apporter une soupe ou donner une clope à un SDF, de partager et de lui donner le sourire rien qu'en arrivant vers lui, malheureusement je n'ai pas pu trop profiter de cela car lors de ma nuit 2 camionnettes de maraudage étaient bloquées (panne, situation difficile) et l'on a du se transformer en maraude de signalement, ce qui correspond à faire la navette.    Cela reste une expérience que je recommande, il faut le vivre pour le comprendre et les équipes sont vraiment admirables.","(la garde, Neutre) (les dispositifs d'aide pour les SDF, Pour) (l'attitude du père de famille roms, Contre)",382.0,"['Neutre', 'Pour', 'Contre']","['la garde', ""les dispositifs d'aide pour les SDF"", ""l'attitude du père de famille roms""]","(Soutien aux SDF, Pour)
(Exploitation des SDF, Contre)
(Œuvre bénévole pour les SDF, Neutre) 
"
1143,971,31/07/2016,Homme,"L'idée est dérangeante, cela ressemble plus à du ""voyeurisme social"" organisé pour des étudiant en médecine qui, pour les 3/4, viennent de milieu plus que favoriser.  Au delà de ca la nuit s'est bien passé, à faire peut être une fois mais pas plus.","(voyeurisme social, Contre), (milieu favorisé des étudiants en médecine, Contre), (expérience nocturne, Neutre)",63.0,"['Contre', 'Contre', 'Neutre']","['voyeurisme social', 'milieu favorisé des étudiants en médecine', 'expérience nocturne']","(idée, Contre), (voyéurisme social, Contre), (nuit, Neutre) 
"
1144,1973,21/05/2012,Homme,"Si cette garde a bien un intérêt, c'est de rencontrer les personnes vivant dans la rue, personnes que l'on croise régulièrement sans les connaître. Cela m'a permis de me rendre compte de la disparité de leurs situation et de leurs histoires. En tout cas j'ai trouvé l'expérience enrichissante pour comprendre ces personnes que l'on rencontre souvent à l'hôpital dans un cadre totalement différent de leur quotidien.","(garde, Pour), (rencontre des personnes vivant dans la rue, Pour), (expérience enrichissante, Pour)",82.0,"['Pour', 'Pour', 'Pour']","['garde', 'rencontre des personnes vivant dans la rue', 'expérience enrichissante']","(rencontre avec les personnes vivant dans la rue, Pour), (compréhension des situations des personnes vivant dans la rue, Pour), (enrichissement personnel grâce à l'expérience, Pour)
"
1145,1927,31/07/2012,Homme,"Pour commencer l'accueil : néant, le code donné par MCR dans les mails ne fonctionne plus car ils ont fait des travaux et le code est désormais 6809A (trouvé par hasard en appuyant sur toutes les touches sales) et quand je les ai trouvé ils m'ont dit qu'il n'entendait pas la sonnerie de l'accueil...    Double écoute intéressante avec une femme qui a commencé que 5 jours avant donc débutante et donc qui suivait le protocole et qui me l'expliquait au fur et à mesure.  Le debrief fut plutôt court car il n'y a pas eut de problème particulier la veille, le régulateur coordinateur m'a présenté à l'équipe et a reparti les EMA.     Dans l'EMA 2 nous avons hérité des arrondissements 6/7/14/15 de Paris donc nous avons surtout ramené les gens au centre de Montrouge. La plupart des personnes ramenées sont ivres mais il y avait un SDF qui était plus intéressant, le premier, qui a travaillé au CERN et qui avait été ami de Chaptal.    On voit de tout et on voit surtout les SDF d'un autre oeil, garde ou l'on va un peu à reculons puisque imposée mais intéressante au final","(accueil, Contre) (double écoute, Pour) (SDF, Pour)",265.0,"['Contre', 'Pour', 'Pour']","['accueil', 'double écoute', 'SDF']","(code d'accueil, Contre), (protocole suivi par les débutants, Neutre), (SDF, Pour) 
"
1146,2167,27/10/2011,Homme,"En ce qui concerne cette garde, c'est surtout la partie en maraude qui m'a plu. D'une part, cela permet de découvrir Paris aux heures calmes. Paris presque silencieuse, et libérée du stress et de la pression. Cela permet également de découvrir des personnes que l'on a trop peu souvent l'occasion de rencontrer: les SDF d'une part, si semblables en apparence, mais diamétralement opposés lorsque l'on creuse un tant soit peu; les membres du SAMU SOCIAL d'autre part qui ne comptent pas leur temps et s'arrêtent dès que l'occasion se présente, afin de rencontrer des nouveaux arrivants dans le monde de la rue ou simplement pour échanger quelques mots avec une connaissance de longue date, dans le but d'en savoir plus sur son passé. Souvenir évoquant et casseur de préjugés: ce SDF, qui, bien installé dans sa cabine téléphonique, sa bière à la main nous déclame:   Poète, prends ton luth ; la nuit, sur la pelouse,   Balance le zéphyr dans son voile odorant.   La rose, vierge encor, se referme jalouse    Sur le frelon nacré qu'elle enivre en mourant.","(garde, Neutre)(découvrir Paris, Pour)(SDF, Pour)",257.0,"['Neutre', 'Pour', 'Pour']","['garde', 'découvrir Paris', 'SDF']","(maraude dans Paris, Pour), (SDF, Neutre), (SAMU SOCIAL, Neutre) 


"
1147,2146,14/11/2011,Homme,"Premièrement, l'équipe était vraiment sympa. J'ai été très bien accueilli, on m'a tout expliqué et chaque fois qu'il y avait une décision à prendre je prenais part au débat. L'équipe a fait preuve d'un humanisme qui m'a vraiment touché.    De plus certains sans-abris font preuve d'une dignité plus que remarquable, dans le froid sans rien, ils refusent un sac de couchage ou même un café ou une place dans un centre disant qu'ils ont tous ce qu'il leur faut et surtout disant de garder tout cela qui sont dans des situations pire que la leur !! Une belle leçon de vie.    Pour finir Paris la nuit, c'est magnifique !    Je dois dire que j'allais un peu à reculons à cette garde qui au final est une expérience que je n'oublierai pas !","(équipe, Pour) (sans-abris, Pour) (Paris la nuit, Pour)",173.0,"['Pour', 'Pour', 'Pour']","['équipe', 'sans-abris', 'Paris la nuit']","(L'équipe, Pour), (Certains sans-abris, Pour), (Paris la nuit, Neutre) 
"
1148,2276,12/06/2011,Homme,"Nuit instructive, ou j'ai rencontré à la fois des personnes qui sont loin des clichés du "" clochard "" de base, mais aussi d'autres complétement désocialisées et coupées des réalités. Mais la grande majorité est vraiment demandeuses d'aide et apprécient l'action du SAMU social.   J'ai pu faire le constat assez honteux que travail et logement ne vont pas forcement ensemble en France...( à paris en tout cas).  Le manque de moyen pour accueillir et s'occuper de ces personnes est assez flagrant : il y a peu de place dans les centres, et celui que j'ai vu était assez vétuste.   L'équipe avec qui j'ai passé la nuit été très sympathique, et l'ambiance fut agréable malgré le sujet, grave.","(personnes sans-abri, Pour), (action du SAMU social, Pour), (manque de moyen pour accueillir, Contre)",160.0,"['Pour', 'Pour', 'Contre']","['personnes sans-abri', 'action du SAMU social', 'manque de moyen pour accueillir']","(Le SAMU social, Pour)
(Le logement des personnes sans-abri, Contre)
(Les conditions dans les centres d'accueil, Contre) 
"
1149,1537,06/02/2014,Femme,"La double-écoute est très intéressante. L'entre-aide des SDF entre eux est impressionnante. Les difficultés des gens de la rue sont tellement variées, tant par rapport à la langue que par rapport à une sorte de tabou que les gens s'imposent et qui les empêchent de s'ouvrir à l'aide que les associations essaient de leur apporter.  Grâce aux maraudes, cette aide peut être plus accessible. Le contact humain est retrouvé, sans trop de complexe des 2 côtés. Les gens sont sincères, malgré leur conditions. On peut observer des liens assez forts entre les EMU et habitués de la rue.    Certains cas nécessiteraient une aide médicale un peu plus poussée, même si les infirmières sont très investies et compétentes. En effet, le manque de volonté et/ou les manques de moyens et d'éducation thérapeutique ne permettent pas d'entretenir un suivi médical régulier.    Les efforts fournis par le SSP n'est pas négligeable et force le respect.    Cette expérience est très enrichissante, et montre clairement que si chacun y mettait un peu du sien, on arriverait à obtenir un soutien d'autant plus conséquent aux personnes dans le besoin. Et ainsi mieux les guider vers la ré-autonomisation et la réinsertion socio-professionnelle.","(double-écoute, Pour) (entre-aide des SDF, Pour) (aide médicale, Pour)",274.0,"['Pour', 'Pour', 'Pour']","['double-écoute', 'entre-aide des SDF', 'aide médicale']","(double-écoute, Pour)
(aide aux SDF, Pour)
(difficultés des SDF, Neutre) 
"
1150,1668,13/07/2013,Femme,"Garde tres interessante et enrichissante sur le plan humain, la double écoute permet de se rendre compte des problèmes sociaux et de discuter de l'histoire et expérience des usagers Grace au logiciel.  L'equipe a été très acceuillante, et m'a expliqué beaucoup de points qui m'etaient inconnus.  Probleme logistique: Le fait de quitter les lieux a 5h quand on habite en banlieue meme a 15min d'Ivry, et qu'ils ne déposent pas.","(double écoute, Pour) (problèmes sociaux, Pour) (logistique, Contre)",105.0,"['Pour', 'Pour', 'Contre']","['double écoute', 'problèmes sociaux', 'logistique']","(double écoute, Pour)
(logistique, Contre) 
(équipe, Pour) 

"
